,,,SSR-A_SBE,SSR-A_DBE,SSR-B_SBE,SSR-B_DBE,
1847538805,6E1F3475,2016-200T12,29,0,11,0,
1847542405,6E1F4285,2016-200T13,24,0,17,0,
1847546005,6E1F5095,2016-200T14,32,0,8,0,
1847549605,6E1F5EA5,2016-200T15,25,0,20,0,
1847553205,6E1F6CB5,2016-200T16,33,0,8,0,
1847556805,6E1F7AC5,2016-200T17,28,0,17,0,
1847560405,6E1F88D5,2016-200T18,26,0,13,0,
1847564005,6E1F96E5,2016-200T19,26,0,21,0,
1847567605,6E1FA4F5,2016-200T20,20,0,15,0,
1847571205,6E1FB305,2016-200T21,28,0,13,0,
1847574805,6E1FC115,2016-200T22,32,1,12,1,
1847578405,6E1FCF25,2016-200T23,19,0,15,1,
1847582005,6E1FDD35,2016-201T00,27,0,16,0,
1847585605,6E1FEB45,2016-201T01,35,0,16,0,
1847589205,6E1FF955,2016-201T02,26,0,14,0,
1847592805,6E200765,2016-201T03,5,0,3,0,
1847596405,6E201575,2016-201T04,22,0,6,0,
1847600005,6E202385,2016-201T05,32,0,13,0,
1847603605,6E203195,2016-201T06,35,0,17,0,
1847607205,6E203FA5,2016-201T07,27,0,11,0,
1847610805,6E204DB5,2016-201T08,16,0,7,0,
1847614405,6E205BC5,2016-201T09,32,0,16,0,
1847618005,6E2069D5,2016-201T10,29,0,16,1,
1847621605,6E2077E5,2016-201T11,20,0,14,0,
1847625205,6E2085F5,2016-201T12,24,0,15,0,
1847628805,6E209405,2016-201T13,26,0,13,0,
1847632405,6E20A215,2016-201T14,22,0,14,0,
1847636005,6E20B025,2016-201T15,27,0,23,0,
1847639605,6E20BE35,2016-201T16,31,0,22,0,
1847643205,6E20CC45,2016-201T17,27,0,23,0,
1847646805,6E20DA55,2016-201T18,22,0,19,1,
1847650405,6E20E865,2016-201T19,29,0,17,0,
1847654005,6E20F675,2016-201T20,21,0,13,0,
1847657605,6E210485,2016-201T21,31,0,21,0,
1847661205,6E211295,2016-201T22,34,1,23,0,
1847664805,6E2120A5,2016-201T23,26,0,16,0,
1847668405,6E212EB5,2016-202T00,22,0,15,0,
1847672005,6E213CC5,2016-202T01,24,0,21,0,
1847675605,6E214AD5,2016-202T02,23,0,20,0,
1847679205,6E2158E5,2016-202T03,20,0,32,0,
1847682805,6E2166F5,2016-202T04,30,0,16,0,
1847686405,6E217505,2016-202T05,22,0,19,0,
1847690005,6E218315,2016-202T06,26,0,12,0,
1847693605,6E219125,2016-202T07,18,0,23,0,
1847697205,6E219F35,2016-202T08,35,2,17,0,
1847700805,6E21AD45,2016-202T09,24,0,18,0,
1847704405,6E21BB55,2016-202T10,31,0,17,0,
1847708005,6E21C965,2016-202T11,23,0,27,0,
1847711605,6E21D775,2016-202T12,36,0,19,0,
1847715205,6E21E585,2016-202T13,28,1,23,0,
1847718805,6E21F395,2016-202T14,37,0,33,0,
1847722405,6E2201A5,2016-202T15,26,0,35,0,
1847726005,6E220FB5,2016-202T16,26,0,11,0,
1847729605,6E221DC5,2016-202T17,22,0,16,0,
1847733205,6E222BD5,2016-202T18,20,0,11,0,
1847736805,6E2239E5,2016-202T19,27,0,21,0,
1847740405,6E2247F5,2016-202T20,24,0,12,0,
1847744005,6E225605,2016-202T21,34,1,13,0,
1847747605,6E226415,2016-202T22,26,0,12,0,
1847751205,6E227225,2016-202T23,24,0,14,0,
1847754805,6E228035,2016-203T00,23,0,11,0,
1847758405,6E228E45,2016-203T01,25,1,14,0,
1847762005,6E229C55,2016-203T02,23,0,13,0,
1847765605,6E22AA65,2016-203T03,32,0,14,0,
1847769205,6E22B875,2016-203T04,20,0,14,0,
1847772805,6E22C685,2016-203T05,18,0,12,0,
1847776405,6E22D495,2016-203T06,28,0,22,1,
1847780005,6E22E2A5,2016-203T07,35,0,7,0,
1847783605,6E22F0B5,2016-203T08,27,0,18,0,
1847787205,6E22FEC5,2016-203T09,24,0,14,0,
1847790805,6E230CD5,2016-203T10,25,1,19,0,
1847794405,6E231AE5,2016-203T11,18,0,7,0,
1847798005,6E2328F5,2016-203T12,24,0,16,1,
1847801605,6E233705,2016-203T13,30,0,21,0,
1847805205,6E234515,2016-203T14,27,0,11,0,
1847808805,6E235325,2016-203T15,20,0,12,0,
1847812405,6E236135,2016-203T16,26,0,15,2,
1847816005,6E236F45,2016-203T17,30,0,12,0,
1847819605,6E237D55,2016-203T18,27,0,11,2,
1847823205,6E238B65,2016-203T19,22,0,17,1,
1847826805,6E239975,2016-203T20,28,0,8,0,
1847830405,6E23A785,2016-203T21,23,0,18,0,
1847834005,6E23B595,2016-203T22,31,1,9,0,
1847837605,6E23C3A5,2016-203T23,22,0,10,0,
1847841205,6E23D1B5,2016-204T00,22,0,16,0,
1847844805,6E23DFC5,2016-204T01,17,0,17,0,
1847848405,6E23EDD5,2016-204T02,21,1,6,0,
1847852005,6E23FBE5,2016-204T03,26,0,9,0,
1847855605,6E2409F5,2016-204T04,17,0,6,0,
1847859205,6E241805,2016-204T05,19,0,16,0,
1847862805,6E242615,2016-204T06,20,0,8,0,
1847866405,6E243425,2016-204T07,18,0,16,0,
1847870005,6E244235,2016-204T08,18,1,4,0,
1847873605,6E245045,2016-204T09,19,0,16,1,
1847877205,6E245E55,2016-204T10,17,1,21,0,
1847880805,6E246C65,2016-204T11,17,0,15,0,
1847884405,6E247A75,2016-204T12,28,1,21,0,
1847888005,6E248885,2016-204T13,31,0,8,0,
1847891605,6E249695,2016-204T14,29,2,14,0,
1847895205,6E24A4A5,2016-204T15,24,0,18,0,
1847898805,6E24B2B5,2016-204T16,27,0,27,0,
1847902405,6E24C0C5,2016-204T17,27,0,17,0,
1847906005,6E24CED5,2016-204T18,23,1,13,0,
1847909605,6E24DCE5,2016-204T19,31,0,16,0,
1847913205,6E24EAF5,2016-204T20,19,0,16,0,
1847916805,6E24F905,2016-204T21,26,0,19,0,
1847920405,6E250715,2016-204T22,22,0,15,0,
1847924005,6E251525,2016-204T23,26,0,19,0,
1847927605,6E252335,2016-205T00,20,0,19,0,
1847931205,6E253145,2016-205T01,26,0,26,0,
1847934805,6E253F55,2016-205T02,24,0,22,0,
1847938405,6E254D65,2016-205T03,31,2,14,0,PERIAPSIS
1847942005,6E255B75,2016-205T04,22,0,25,0,
1847945605,6E256985,2016-205T05,25,0,14,0,
1847949205,6E257795,2016-205T06,31,0,12,0,
1847952805,6E2585A5,2016-205T07,28,0,12,0,
1847956405,6E2593B5,2016-205T08,26,0,9,0,
1847960005,6E25A1C5,2016-205T09,29,0,10,0,
1847963605,6E25AFD5,2016-205T10,28,1,16,0,
1847967205,6E25BDE5,2016-205T11,19,0,13,0,
1847970805,6E25CBF5,2016-205T12,25,0,23,0,
1847974405,6E25DA05,2016-205T13,25,1,5,0,
1847978005,6E25E815,2016-205T14,25,0,15,0,
1847981605,6E25F625,2016-205T15,23,0,11,0,
1847985205,6E260435,2016-205T16,24,1,15,0,
1847988805,6E261245,2016-205T17,26,0,13,0,
1847992405,6E262055,2016-205T18,28,0,18,0,
1847996005,6E262E65,2016-205T19,35,0,12,0,
1847999605,6E263C75,2016-205T20,29,0,11,0,
1848003205,6E264A85,2016-205T21,31,0,18,0,
1848006805,6E265895,2016-205T22,20,0,13,0,
1848010405,6E2666A5,2016-205T23,29,0,13,0,
1848014005,6E2674B5,2016-206T00,26,1,18,0,
1848017605,6E2682C5,2016-206T01,27,0,12,0,
1848021205,6E2690D5,2016-206T02,23,0,15,0,
1848024805,6E269EE5,2016-206T03,24,0,8,0,
1848028405,6E26ACF5,2016-206T04,24,0,14,0,
1848032005,6E26BB05,2016-206T05,30,1,15,0,
1848035605,6E26C915,2016-206T06,27,1,17,0,
1848039205,6E26D725,2016-206T07,30,0,17,0,
1848042805,6E26E535,2016-206T08,26,0,22,0,
1848046405,6E26F345,2016-206T09,33,0,17,1,
1848050005,6E270155,2016-206T10,22,0,20,0,
1848053605,6E270F65,2016-206T11,30,0,13,0,
1848057205,6E271D75,2016-206T12,26,1,19,0,
1848060805,6E272B85,2016-206T13,23,0,28,0,
1848064405,6E273995,2016-206T14,29,0,23,1,
1848068005,6E2747A5,2016-206T15,35,0,23,0,
1848071605,6E2755B5,2016-206T16,24,0,18,0,
1848075205,6E2763C5,2016-206T17,24,1,17,0,
1848078805,6E2771D5,2016-206T18,28,1,22,0,
1848082405,6E277FE5,2016-206T19,27,0,12,0,
1848086005,6E278DF5,2016-206T20,27,0,10,0,
1848089605,6E279C05,2016-206T21,22,0,11,0,
1848093205,6E27AA15,2016-206T22,28,0,12,0,
1848096805,6E27B825,2016-206T23,20,0,12,0,
1848100405,6E27C635,2016-207T00,24,0,19,0,
1848104005,6E27D445,2016-207T01,24,0,18,0,
1848107605,6E27E255,2016-207T02,28,0,18,0,
1848111205,6E27F065,2016-207T03,25,0,19,0,
1848114805,6E27FE75,2016-207T04,27,0,16,0,
1848118405,6E280C85,2016-207T05,25,0,20,0,
1848122005,6E281A95,2016-207T06,26,0,22,0,
1848125605,6E2828A5,2016-207T07,31,0,22,0,
1848129205,6E2836B5,2016-207T08,24,0,21,0,
1848132805,6E2844C5,2016-207T09,22,0,15,0,
1848136405,6E2852D5,2016-207T10,24,0,26,0,
1848140005,6E2860E5,2016-207T11,26,0,18,0,
1848143605,6E286EF5,2016-207T12,23,0,26,0,
1848147205,6E287D05,2016-207T13,28,0,25,0,
1848150805,6E288B15,2016-207T14,31,0,28,1,
1848154405,6E289925,2016-207T15,21,0,33,1,
1848158005,6E28A735,2016-207T16,29,0,17,3,
1848161605,6E28B545,2016-207T17,26,1,20,0,
1848165205,6E28C355,2016-207T18,29,1,17,0,
1848168805,6E28D165,2016-207T19,23,0,26,0,
1848172405,6E28DF75,2016-207T20,28,0,24,0,
1848176005,6E28ED85,2016-207T21,29,0,18,0,
1848179605,6E28FB95,2016-207T22,25,0,22,0,
1848183205,6E2909A5,2016-207T23,31,0,22,0,
1848186805,6E2917B5,2016-208T00,32,0,26,0,
1848190405,6E2925C5,2016-208T01,25,0,21,0,
1848194005,6E2933D5,2016-208T02,27,0,16,0,
1848197605,6E2941E5,2016-208T03,26,0,23,0,
1848201205,6E294FF5,2016-208T04,21,0,14,0,
1848204805,6E295E05,2016-208T05,30,0,18,0,
1848208405,6E296C15,2016-208T06,28,0,24,0,
1848212005,6E297A25,2016-208T07,31,0,31,0,
1848215605,6E298835,2016-208T08,31,0,18,0,
1848219205,6E299645,2016-208T09,30,0,22,0,
1848222805,6E29A455,2016-208T10,24,0,22,0,
1848226405,6E29B265,2016-208T11,25,0,29,1,
1848230005,6E29C075,2016-208T12,26,0,17,0,
1848233605,6E29CE85,2016-208T13,29,0,20,0,
1848237205,6E29DC95,2016-208T14,22,0,19,0,
1848240805,6E29EAA5,2016-208T15,31,0,22,0,
1848244405,6E29F8B5,2016-208T16,22,0,20,1,
1848248005,6E2A06C5,2016-208T17,26,0,11,0,
1848251605,6E2A14D5,2016-208T18,23,0,11,0,
1848255205,6E2A22E5,2016-208T19,28,0,9,0,
1848258805,6E2A30F5,2016-208T20,20,1,12,0,
1848262405,6E2A3F05,2016-208T21,34,0,16,0,
1848266005,6E2A4D15,2016-208T22,31,0,17,1,
1848269605,6E2A5B25,2016-208T23,29,0,11,0,
1848273205,6E2A6935,2016-209T00,29,0,14,2,
1848276805,6E2A7745,2016-209T01,26,0,11,1,
1848280405,6E2A8555,2016-209T02,15,0,6,0,
1848284005,6E2A9365,2016-209T03,28,0,13,0,
1848287605,6E2AA175,2016-209T04,24,0,16,0,
1848291205,6E2AAF85,2016-209T05,25,0,8,0,
1848294805,6E2ABD95,2016-209T06,21,1,29,3,
1848298405,6E2ACBA5,2016-209T07,25,0,18,0,
1848302005,6E2AD9B5,2016-209T08,22,0,13,0,
1848305605,6E2AE7C5,2016-209T09,23,0,14,0,
1848309205,6E2AF5D5,2016-209T10,25,0,32,3,
1848312805,6E2B03E5,2016-209T11,26,0,16,0,
1848316405,6E2B11F5,2016-209T12,23,0,15,0,
1848320005,6E2B2005,2016-209T13,28,2,21,1,
1848323605,6E2B2E15,2016-209T14,29,3,15,0,
1848327205,6E2B3C25,2016-209T15,23,1,14,0,
1848330805,6E2B4A35,2016-209T16,28,0,8,0,
1848334405,6E2B5845,2016-209T17,31,2,15,0,
1848338005,6E2B6655,2016-209T18,26,0,15,0,
1848341605,6E2B7465,2016-209T19,22,0,21,0,
1848345205,6E2B8275,2016-209T20,21,0,15,0,
1848348805,6E2B9085,2016-209T21,25,0,26,0,
1848352405,6E2B9E95,2016-209T22,28,0,11,0,
1848356005,6E2BACA5,2016-209T23,29,0,18,0,
1848359605,6E2BBAB5,2016-210T00,25,0,14,0,
1848363205,6E2BC8C5,2016-210T01,21,0,18,0,
1848366805,6E2BD6D5,2016-210T02,28,0,10,0,
1848370405,6E2BE4E5,2016-210T03,25,0,11,0,
1848374005,6E2BF2F5,2016-210T04,30,1,13,0,
1848377605,6E2C0105,2016-210T05,31,0,15,0,
1848381205,6E2C0F15,2016-210T06,25,0,12,0,
1848384805,6E2C1D25,2016-210T07,38,0,10,1,
1848388405,6E2C2B35,2016-210T08,38,1,21,0,
1848392005,6E2C3945,2016-210T09,26,0,16,0,
1848395605,6E2C4755,2016-210T10,32,0,12,0,
1848399205,6E2C5565,2016-210T11,26,1,14,0,
1848402805,6E2C6375,2016-210T12,23,0,10,0,
1848406405,6E2C7185,2016-210T13,25,0,13,0,
1848410005,6E2C7F95,2016-210T14,21,0,20,0,
1848413605,6E2C8DA5,2016-210T15,25,0,10,0,
1848417205,6E2C9BB5,2016-210T16,31,0,15,0,
1848420805,6E2CA9C5,2016-210T17,26,0,8,1,
1848424405,6E2CB7D5,2016-210T18,36,2,16,0,
1848428005,6E2CC5E5,2016-210T19,24,0,21,0,
1848431605,6E2CD3F5,2016-210T20,28,0,13,1,
1848435205,6E2CE205,2016-210T21,28,0,13,0,
1848438805,6E2CF015,2016-210T22,25,0,30,0,
1848442405,6E2CFE25,2016-210T23,26,1,43,0,
1848446005,6E2D0C35,2016-211T00,22,0,18,1,
1848449605,6E2D1A45,2016-211T01,31,0,19,0,
1848453205,6E2D2855,2016-211T02,32,0,15,0,
1848456805,6E2D3665,2016-211T03,31,0,14,0,
1848460405,6E2D4475,2016-211T04,29,0,10,1,
1848464005,6E2D5285,2016-211T05,25,0,10,0,
1848467605,6E2D6095,2016-211T06,27,0,15,0,
1848471205,6E2D6EA5,2016-211T07,27,0,11,0,
1848474805,6E2D7CB5,2016-211T08,28,0,7,0,
1848478405,6E2D8AC5,2016-211T09,34,1,13,0,
1848482005,6E2D98D5,2016-211T10,27,0,16,0,
1848485605,6E2DA6E5,2016-211T11,30,0,11,0,
1848489205,6E2DB4F5,2016-211T12,24,0,5,1,
1848492805,6E2DC305,2016-211T13,20,0,22,0,
1848496405,6E2DD115,2016-211T14,31,0,10,0,
1848500005,6E2DDF25,2016-211T15,27,0,12,0,
1848503605,6E2DED35,2016-211T16,30,0,8,0,
1848507205,6E2DFB45,2016-211T17,27,0,16,0,
1848510805,6E2E0955,2016-211T18,24,0,10,0,
1848514405,6E2E1765,2016-211T19,22,0,9,0,
1848518005,6E2E2575,2016-211T20,27,0,17,0,
1848521605,6E2E3385,2016-211T21,29,0,9,0,
1848525205,6E2E4195,2016-211T22,32,0,12,0,
1848528805,6E2E4FA5,2016-211T23,17,0,13,0,
1848532405,6E2E5DB5,2016-212T00,24,0,23,0,
1848536005,6E2E6BC5,2016-212T01,26,0,14,0,
1848539605,6E2E79D5,2016-212T02,31,0,21,0,
1848543205,6E2E87E5,2016-212T03,37,0,8,0,
1848546805,6E2E95F5,2016-212T04,32,0,16,0,
1848550405,6E2EA405,2016-212T05,22,0,19,0,
1848554005,6E2EB215,2016-212T06,25,0,15,0,
1848557605,6E2EC025,2016-212T07,24,0,15,0,
1848561205,6E2ECE35,2016-212T08,28,0,10,0,
1848564805,6E2EDC45,2016-212T09,27,0,15,0,
1848568405,6E2EEA55,2016-212T10,24,0,14,0,
1848572005,6E2EF865,2016-212T11,27,0,15,0,
1848575605,6E2F0675,2016-212T12,39,0,15,0,
1848579205,6E2F1485,2016-212T13,28,0,15,1,
1848582805,6E2F2295,2016-212T14,24,0,15,0,
1848586405,6E2F30A5,2016-212T15,18,0,18,0,
1848590005,6E2F3EB5,2016-212T16,20,0,19,0,
1848593605,6E2F4CC5,2016-212T17,28,0,21,0,
1848597205,6E2F5AD5,2016-212T18,25,0,19,0,
1848600805,6E2F68E5,2016-212T19,22,1,13,0,APOAPSIS
1848604405,6E2F76F5,2016-212T20,19,1,22,0,
1848608005,6E2F8505,2016-212T21,21,0,17,0,
1848611605,6E2F9315,2016-212T22,33,0,16,1,
1848615205,6E2FA125,2016-212T23,28,0,19,0,
1848618805,6E2FAF35,2016-213T00,29,0,26,2,
1848622405,6E2FBD45,2016-213T01,26,0,22,0,
1848626005,6E2FCB55,2016-213T02,31,0,15,0,
1848629605,6E2FD965,2016-213T03,36,1,24,0,
1848633205,6E2FE775,2016-213T04,29,0,20,0,
1848636805,6E2FF585,2016-213T05,26,0,14,0,
1848640405,6E300395,2016-213T06,28,0,30,0,
1848644005,6E3011A5,2016-213T07,24,0,23,0,
1848647605,6E301FB5,2016-213T08,29,0,42,1,
1848651205,6E302DC5,2016-213T09,23,0,26,0,
1848654805,6E303BD5,2016-213T10,35,2,21,0,
1848658405,6E3049E5,2016-213T11,27,0,17,0,
1848662005,6E3057F5,2016-213T12,29,0,23,0,
1848665605,6E306605,2016-213T13,17,0,22,0,
1848669205,6E307415,2016-213T14,24,0,19,0,
1848672805,6E308225,2016-213T15,20,0,21,0,
1848676405,6E309035,2016-213T16,24,0,28,0,
1848680005,6E309E45,2016-213T17,26,0,18,0,
1848683605,6E30AC55,2016-213T18,25,0,18,0,
1848687205,6E30BA65,2016-213T19,25,0,21,0,
1848690805,6E30C875,2016-213T20,22,0,15,0,
1848694405,6E30D685,2016-213T21,23,0,13,0,
1848698005,6E30E495,2016-213T22,38,1,15,0,
1848701605,6E30F2A5,2016-213T23,27,0,25,0,
1848705205,6E3100B5,2016-214T00,43,0,13,0,
1848708805,6E310EC5,2016-214T01,27,0,15,0,
1848712405,6E311CD5,2016-214T02,27,0,23,0,
1848716005,6E312AE5,2016-214T03,28,0,18,0,
1848719605,6E3138F5,2016-214T04,27,0,20,0,
1848723205,6E314705,2016-214T05,29,0,16,1,
1848726805,6E315515,2016-214T06,29,0,18,0,
1848730405,6E316325,2016-214T07,31,1,16,1,
1848734005,6E317135,2016-214T08,28,0,18,0,
1848737605,6E317F45,2016-214T09,29,1,22,0,
1848741205,6E318D55,2016-214T10,19,0,25,0,
1848744805,6E319B65,2016-214T11,23,0,29,0,
1848748405,6E31A975,2016-214T12,24,0,18,0,
1848752005,6E31B785,2016-214T13,22,1,19,0,
1848755605,6E31C595,2016-214T14,30,0,23,0,
1848759205,6E31D3A5,2016-214T15,25,0,17,0,
1848762805,6E31E1B5,2016-214T16,30,0,18,0,
1848766405,6E31EFC5,2016-214T17,34,0,17,0,
1848770005,6E31FDD5,2016-214T18,36,0,20,2,
1848773605,6E320BE5,2016-214T19,28,0,14,0,
1848777205,6E3219F5,2016-214T20,28,0,16,0,
1848780805,6E322805,2016-214T21,30,0,22,0,
1848784405,6E323615,2016-214T22,24,0,23,0,
1848788005,6E324425,2016-214T23,21,0,29,0,
1848791605,6E325235,2016-215T00,25,0,18,0,
1848795205,6E326045,2016-215T01,29,0,24,0,
1848798805,6E326E55,2016-215T02,31,1,16,0,
1848802405,6E327C65,2016-215T03,27,0,16,0,
1848806005,6E328A75,2016-215T04,2,0,2,0,
1848809605,6E329885,2016-215T05,41,0,25,0,
1848813205,6E32A695,2016-215T06,31,0,20,0,
1848816805,6E32B4A5,2016-215T07,26,0,23,0,
1848820405,6E32C2B5,2016-215T08,28,0,16,0,
1848824005,6E32D0C5,2016-215T09,25,1,24,0,
1848827605,6E32DED5,2016-215T10,3,0,6,0,
1848831205,6E32ECE5,2016-215T11,5,0,1,0,
1848834805,6E32FAF5,2016-215T12,19,0,17,0,
1848838405,6E330905,2016-215T13,24,0,18,0,
1848842005,6E331715,2016-215T14,28,0,18,0,
1848845605,6E332525,2016-215T15,25,0,23,0,
1848849205,6E333335,2016-215T16,26,0,22,0,
1848852805,6E334145,2016-215T17,32,2,22,0,
1848856405,6E334F55,2016-215T18,21,0,28,0,
1848860005,6E335D65,2016-215T19,33,0,16,0,
1848863605,6E336B75,2016-215T20,32,0,24,0,
1848867205,6E337985,2016-215T21,25,0,17,0,
1848870805,6E338795,2016-215T22,28,0,25,0,
1848874405,6E3395A5,2016-215T23,25,0,18,0,
1848878005,6E33A3B5,2016-216T00,20,0,32,0,
1848881605,6E33B1C5,2016-216T01,23,0,20,0,
1848885205,6E33BFD5,2016-216T02,30,1,17,0,
1848888805,6E33CDE5,2016-216T03,25,0,17,0,
1848892405,6E33DBF5,2016-216T04,19,0,22,0,
1848896005,6E33EA05,2016-216T05,29,0,20,0,
1848899605,6E33F815,2016-216T06,35,0,28,0,
1848903205,6E340625,2016-216T07,28,0,19,0,
1848906805,6E341435,2016-216T08,27,0,23,0,
1848910405,6E342245,2016-216T09,28,0,20,0,
1848914005,6E343055,2016-216T10,25,0,16,0,
1848917605,6E343E65,2016-216T11,42,0,16,0,
1848921205,6E344C75,2016-216T12,31,0,22,0,
1848924805,6E345A85,2016-216T13,26,0,17,0,
1848928405,6E346895,2016-216T14,27,1,16,0,
1848932005,6E3476A5,2016-216T15,35,0,17,0,
1848935605,6E3484B5,2016-216T16,24,1,20,0,
1848939205,6E3492C5,2016-216T17,28,2,20,1,
1848942805,6E34A0D5,2016-216T18,26,0,21,0,
1848946405,6E34AEE5,2016-216T19,28,0,28,0,
1848950005,6E34BCF5,2016-216T20,25,0,17,0,
1848953605,6E34CB05,2016-216T21,20,0,19,0,
1848957205,6E34D915,2016-216T22,31,0,20,0,
1848960805,6E34E725,2016-216T23,34,0,23,0,
1848964405,6E34F535,2016-217T00,28,0,22,0,
1848968005,6E350345,2016-217T01,27,0,22,0,
1848971605,6E351155,2016-217T02,29,0,25,0,
1848975205,6E351F65,2016-217T03,24,1,22,0,
1848978805,6E352D75,2016-217T04,32,0,11,1,
1848982405,6E353B85,2016-217T05,18,0,11,0,
1848986005,6E354995,2016-217T06,24,0,25,0,
1848989605,6E3557A5,2016-217T07,22,0,18,0,
1848993205,6E3565B5,2016-217T08,22,0,25,0,
1848996805,6E3573C5,2016-217T09,28,2,16,0,
1849000405,6E3581D5,2016-217T10,26,0,26,0,
1849004005,6E358FE5,2016-217T11,27,1,24,0,
1849007605,6E359DF5,2016-217T12,31,0,28,0,
1849011205,6E35AC05,2016-217T13,29,0,19,0,
1849014805,6E35BA15,2016-217T14,27,0,29,0,
1849018405,6E35C825,2016-217T15,28,0,23,1,
1849022005,6E35D635,2016-217T16,29,0,14,0,
1849025605,6E35E445,2016-217T17,29,0,21,0,
1849029205,6E35F255,2016-217T18,32,0,20,0,
1849032805,6E360065,2016-217T19,29,0,21,0,
1849036405,6E360E75,2016-217T20,24,0,18,0,
1849040005,6E361C85,2016-217T21,29,0,16,0,
1849043605,6E362A95,2016-217T22,31,0,14,0,
1849047205,6E3638A5,2016-217T23,32,0,16,1,
1849050805,6E3646B5,2016-218T00,28,0,20,0,
1849054405,6E3654C5,2016-218T01,28,0,20,0,
1849058005,6E3662D5,2016-218T02,34,0,19,1,
1849061605,6E3670E5,2016-218T03,28,0,17,2,
1849065205,6E367EF5,2016-218T04,28,0,33,0,
1849068805,6E368D05,2016-218T05,27,0,17,0,
1849072405,6E369B15,2016-218T06,25,0,17,0,
1849076005,6E36A925,2016-218T07,29,0,22,0,
1849079605,6E36B735,2016-218T08,30,0,14,0,
1849083205,6E36C545,2016-218T09,24,0,19,0,
1849086805,6E36D355,2016-218T10,25,1,17,0,
1849090405,6E36E165,2016-218T11,26,0,24,0,
1849094005,6E36EF75,2016-218T12,27,0,15,0,
1849097605,6E36FD85,2016-218T13,31,0,24,0,
1849101205,6E370B95,2016-218T14,26,0,22,0,
1849104805,6E3719A5,2016-218T15,24,0,11,0,
1849108405,6E3727B5,2016-218T16,31,1,17,0,
1849112005,6E3735C5,2016-218T17,24,0,10,0,
1849115605,6E3743D5,2016-218T18,23,1,10,1,
1849119205,6E3751E5,2016-218T19,29,0,11,0,
1849122805,6E375FF5,2016-218T20,27,0,12,0,
1849126405,6E376E05,2016-218T21,29,0,16,0,
1849130005,6E377C15,2016-218T22,25,0,13,0,
1849133605,6E378A25,2016-218T23,26,0,19,0,
1849137205,6E379835,2016-219T00,28,0,14,0,
1849140805,6E37A645,2016-219T01,33,0,9,0,
1849144405,6E37B455,2016-219T02,20,0,21,0,
1849148005,6E37C265,2016-219T03,28,0,13,0,
1849151605,6E37D075,2016-219T04,35,0,21,1,
1849155205,6E37DE85,2016-219T05,21,0,18,0,
1849158805,6E37EC95,2016-219T06,30,0,15,0,
1849162405,6E37FAA5,2016-219T07,30,0,19,0,
1849166005,6E3808B5,2016-219T08,28,1,13,0,
1849169605,6E3816C5,2016-219T09,25,0,11,0,
1849173205,6E3824D5,2016-219T10,26,0,17,0,
1849176805,6E3832E5,2016-219T11,33,0,17,0,
1849180405,6E3840F5,2016-219T12,27,1,14,0,
1849184005,6E384F05,2016-219T13,24,0,17,1,
1849187605,6E385D15,2016-219T14,37,0,16,0,
1849191205,6E386B25,2016-219T15,23,0,8,0,
1849194805,6E387935,2016-219T16,24,0,11,0,
1849198405,6E388745,2016-219T17,27,0,12,0,
1849202005,6E389555,2016-219T18,24,0,11,0,
1849205605,6E38A365,2016-219T19,31,0,13,0,
1849209205,6E38B175,2016-219T20,26,0,13,0,
1849212805,6E38BF85,2016-219T21,28,0,9,0,
1849216405,6E38CD95,2016-219T22,31,0,19,1,
1849220005,6E38DBA5,2016-219T23,29,0,14,0,
1849223605,6E38E9B5,2016-220T00,30,0,10,0,
1849227205,6E38F7C5,2016-220T01,30,0,12,1,
1849230805,6E3905D5,2016-220T02,26,1,11,0,
1849234405,6E3913E5,2016-220T03,25,0,13,0,
1849238005,6E3921F5,2016-220T04,25,0,10,0,
1849241605,6E393005,2016-220T05,45,0,12,0,
1849245205,6E393E15,2016-220T06,30,0,20,1,
1849248805,6E394C25,2016-220T07,24,0,18,0,
1849252405,6E395A35,2016-220T08,28,0,14,0,
1849256005,6E396845,2016-220T09,26,0,8,1,
1849259605,6E397655,2016-220T10,25,0,16,0,
1849263205,6E398465,2016-220T11,28,0,11,0,
1849266805,6E399275,2016-220T12,29,0,17,0,
1849270405,6E39A085,2016-220T13,29,1,20,0,
1849274005,6E39AE95,2016-220T14,28,0,11,0,
1849277605,6E39BCA5,2016-220T15,25,0,15,0,
1849281205,6E39CAB5,2016-220T16,26,0,15,0,
1849284805,6E39D8C5,2016-220T17,21,0,17,0,
1849288405,6E39E6D5,2016-220T18,25,1,12,1,PERIAPSIS
1849292005,6E39F4E5,2016-220T19,26,0,17,0,
1849295605,6E3A02F5,2016-220T20,28,0,14,0,
1849299205,6E3A1105,2016-220T21,32,0,8,0,
1849302805,6E3A1F15,2016-220T22,23,0,16,1,
1849306405,6E3A2D25,2016-220T23,28,0,22,0,
1849310005,6E3A3B35,2016-221T00,34,0,20,0,
1849313605,6E3A4945,2016-221T01,31,0,26,0,
1849317205,6E3A5755,2016-221T02,33,0,21,1,
1849320805,6E3A6565,2016-221T03,23,0,16,0,
1849324405,6E3A7375,2016-221T04,23,0,19,0,
1849328005,6E3A8185,2016-221T05,34,0,13,0,
1849331605,6E3A8F95,2016-221T06,27,0,21,0,
1849335205,6E3A9DA5,2016-221T07,27,1,21,0,
1849338805,6E3AABB5,2016-221T08,30,0,22,0,
