,,,SSR-A_SBE,SSR-A_DBE,SSR-B_SBE,SSR-B_DBE,
1861262005,6EF09AB5,2016-358T08,20,0,21,0,
1861265605,6EF0A8C5,2016-358T09,13,0,21,0,
1861269205,6EF0B6D5,2016-358T10,21,0,23,0,
1861272805,6EF0C4E5,2016-358T11,17,0,26,0,
1861276405,6EF0D2F5,2016-358T12,18,0,21,0,
1861280005,6EF0E105,2016-358T13,18,0,23,0,
1861283605,6EF0EF15,2016-358T14,12,1,45,4,
1861287205,6EF0FD25,2016-358T15,16,0,24,0,
1861290805,6EF10B35,2016-358T16,16,0,17,0,
1861294405,6EF11945,2016-358T17,12,0,25,0,
1861298005,6EF12755,2016-358T18,12,0,13,0,
1861301605,6EF13565,2016-358T19,26,0,22,0,
1861305205,6EF14375,2016-358T20,8,0,1,0,
1861308805,6EF15185,2016-358T21,12,0,21,0,
1861312405,6EF15F95,2016-358T22,13,0,18,0,
1861316005,6EF16DA5,2016-358T23,13,0,40,0,
1861319605,6EF17BB5,2016-359T00,20,0,18,0,
1861323205,6EF189C5,2016-359T01,21,0,29,0,
1861326805,6EF197D5,2016-359T02,16,0,17,1,
1861330405,6EF1A5E5,2016-359T03,16,0,21,1,
1861334005,6EF1B3F5,2016-359T04,24,0,15,1,
1861337605,6EF1C205,2016-359T05,25,0,44,2,
1861341205,6EF1D015,2016-359T06,24,0,16,0,
1861344805,6EF1DE25,2016-359T07,27,0,22,0,
1861348405,6EF1EC35,2016-359T08,26,0,22,1,
1861352005,6EF1FA45,2016-359T09,14,0,13,0,
1861355605,6EF20855,2016-359T10,19,0,21,0,
1861359205,6EF21665,2016-359T11,20,0,15,0,
1861362805,6EF22475,2016-359T12,23,0,17,0,
1861366405,6EF23285,2016-359T13,19,2,18,0,
1861370005,6EF24095,2016-359T14,20,0,18,0,
1861373605,6EF24EA5,2016-359T15,26,0,14,0,
1861377205,6EF25CB5,2016-359T16,27,0,23,0,
1861380805,6EF26AC5,2016-359T17,24,0,18,0,
1861384405,6EF278D5,2016-359T18,15,0,15,0,
1861388005,6EF286E5,2016-359T19,25,2,22,1,
1861391605,6EF294F5,2016-359T20,25,0,23,0,
1861395205,6EF2A305,2016-359T21,25,0,23,0,
1861398805,6EF2B115,2016-359T22,26,0,21,0,
1861402405,6EF2BF25,2016-359T23,18,0,15,0,
1861406005,6EF2CD35,2016-360T00,372,0,388,1,
1861409605,6EF2DB45,2016-360T01,570,4,550,1,PERIAPSIS
1861413205,6EF2E955,2016-360T02,570,2,556,3,
1861416805,6EF2F765,2016-360T03,16,1,17,0,
1861420405,6EF30575,2016-360T04,20,0,14,0,
1861424005,6EF31385,2016-360T05,18,0,20,0,
1861427605,6EF32195,2016-360T06,16,0,17,0,
1861431205,6EF32FA5,2016-360T07,18,0,16,0,
1861434805,6EF33DB5,2016-360T08,28,0,20,0,
1861438405,6EF34BC5,2016-360T09,22,0,27,0,
1861442005,6EF359D5,2016-360T10,33,0,19,0,
1861445605,6EF367E5,2016-360T11,28,0,21,0,
1861449205,6EF375F5,2016-360T12,35,1,23,0,
1861452805,6EF38405,2016-360T13,29,0,14,0,
1861456405,6EF39215,2016-360T14,23,0,30,0,
1861460005,6EF3A025,2016-360T15,19,0,11,1,
1861463605,6EF3AE35,2016-360T16,30,0,23,1,
1861467205,6EF3BC45,2016-360T17,26,0,20,0,
1861470805,6EF3CA55,2016-360T18,32,1,22,0,
1861474405,6EF3D865,2016-360T19,24,0,25,0,
1861478005,6EF3E675,2016-360T20,32,0,19,0,
1861481605,6EF3F485,2016-360T21,28,0,17,0,
1861485205,6EF40295,2016-360T22,29,0,28,0,
1861488805,6EF410A5,2016-360T23,24,0,17,0,
1861492405,6EF41EB5,2016-361T00,29,1,25,0,
1861496005,6EF42CC5,2016-361T01,32,0,21,0,
1861499605,6EF43AD5,2016-361T02,30,1,11,0,
1861503205,6EF448E5,2016-361T03,26,0,15,0,
1861506805,6EF456F5,2016-361T04,28,0,19,0,
1861510405,6EF46505,2016-361T05,31,0,18,0,
1861514005,6EF47315,2016-361T06,31,0,22,0,
1861517605,6EF48125,2016-361T07,25,0,8,0,
1861521205,6EF48F35,2016-361T08,26,0,21,0,
1861524805,6EF49D45,2016-361T09,27,0,19,0,
1861528405,6EF4AB55,2016-361T10,26,1,29,0,
1861532005,6EF4B965,2016-361T11,36,0,28,0,
1861535605,6EF4C775,2016-361T12,26,1,20,0,
1861539205,6EF4D585,2016-361T13,31,0,27,0,
1861542805,6EF4E395,2016-361T14,27,0,18,0,
1861546405,6EF4F1A5,2016-361T15,28,0,19,0,
1861550005,6EF4FFB5,2016-361T16,37,0,21,0,
1861553605,6EF50DC5,2016-361T17,24,0,19,1,
1861557205,6EF51BD5,2016-361T18,27,0,22,0,
1861560805,6EF529E5,2016-361T19,4,0,8,0,
1861564405,6EF537F5,2016-361T20,35,0,23,0,
1861568005,6EF54605,2016-361T21,24,0,26,0,
1861571605,6EF55415,2016-361T22,32,0,27,0,
1861575205,6EF56225,2016-361T23,27,0,14,0,
1861578805,6EF57035,2016-362T00,28,0,19,0,
1861582405,6EF57E45,2016-362T01,31,0,26,0,
1861586005,6EF58C55,2016-362T02,26,0,28,1,
1861589605,6EF59A65,2016-362T03,27,1,22,0,
1861593205,6EF5A875,2016-362T04,31,0,26,0,
1861596805,6EF5B685,2016-362T05,35,0,30,1,
1861600405,6EF5C495,2016-362T06,27,2,19,0,
1861604005,6EF5D2A5,2016-362T07,29,0,21,0,
1861607605,6EF5E0B5,2016-362T08,37,0,22,1,
1861611205,6EF5EEC5,2016-362T09,27,0,22,0,
1861614805,6EF5FCD5,2016-362T10,26,0,23,0,
1861618405,6EF60AE5,2016-362T11,27,0,19,0,
1861622005,6EF618F5,2016-362T12,26,0,22,0,
1861625605,6EF62705,2016-362T13,26,0,15,0,
1861629205,6EF63515,2016-362T14,25,0,26,0,
1861632805,6EF64325,2016-362T15,27,0,21,0,
1861636405,6EF65135,2016-362T16,21,0,22,0,
1861640005,6EF65F45,2016-362T17,27,1,23,1,
1861643605,6EF66D55,2016-362T18,36,0,27,0,
1861647205,6EF67B65,2016-362T19,32,0,26,0,
1861650805,6EF68975,2016-362T20,30,1,18,1,
1861654405,6EF69785,2016-362T21,27,0,22,0,
1861658005,6EF6A595,2016-362T22,25,0,20,1,
1861661605,6EF6B3A5,2016-362T23,26,0,20,0,
1861665205,6EF6C1B5,2016-363T00,25,0,22,0,
1861668805,6EF6CFC5,2016-363T01,28,0,25,0,
1861672405,6EF6DDD5,2016-363T02,30,0,18,0,
1861676005,6EF6EBE5,2016-363T03,26,0,25,0,
1861679605,6EF6F9F5,2016-363T04,28,0,21,1,
1861683205,6EF70805,2016-363T05,24,0,26,0,
1861686805,6EF71615,2016-363T06,25,0,19,0,
1861690405,6EF72425,2016-363T07,23,0,17,0,
1861694005,6EF73235,2016-363T08,38,0,28,1,
1861697605,6EF74045,2016-363T09,24,0,24,0,
1861701205,6EF74E55,2016-363T10,34,0,20,0,
1861704805,6EF75C65,2016-363T11,22,0,23,0,
1861708405,6EF76A75,2016-363T12,33,0,24,1,
1861712005,6EF77885,2016-363T13,31,0,29,0,
1861715605,6EF78695,2016-363T14,25,0,24,1,
1861719205,6EF794A5,2016-363T15,24,0,17,0,APOAPSIS
1861722805,6EF7A2B5,2016-363T16,27,0,22,0,
1861726405,6EF7B0C5,2016-363T17,36,0,20,0,
1861730005,6EF7BED5,2016-363T18,37,0,26,0,
1861733605,6EF7CCE5,2016-363T19,28,0,17,0,
1861737205,6EF7DAF5,2016-363T20,28,0,23,0,
1861740805,6EF7E905,2016-363T21,24,0,19,0,
1861744405,6EF7F715,2016-363T22,22,0,18,0,
1861748005,6EF80525,2016-363T23,35,0,24,0,
1861751605,6EF81335,2016-364T00,31,0,21,0,
1861755205,6EF82145,2016-364T01,27,0,15,0,
1861758805,6EF82F55,2016-364T02,27,0,22,0,
1861762405,6EF83D65,2016-364T03,28,0,23,0,
1861766005,6EF84B75,2016-364T04,31,0,28,1,
1861769605,6EF85985,2016-364T05,25,0,18,0,
1861773205,6EF86795,2016-364T06,20,0,26,0,
1861776805,6EF875A5,2016-364T07,28,2,33,0,
1861780405,6EF883B5,2016-364T08,35,0,29,1,
1861784005,6EF891C5,2016-364T09,20,0,24,0,
1861787605,6EF89FD5,2016-364T10,30,0,25,0,
1861791205,6EF8ADE5,2016-364T11,40,2,18,0,
1861794805,6EF8BBF5,2016-364T12,22,0,19,1,
1861798405,6EF8CA05,2016-364T13,29,0,25,0,
1861802005,6EF8D815,2016-364T14,33,0,28,0,
1861805605,6EF8E625,2016-364T15,24,0,24,0,
1861809205,6EF8F435,2016-364T16,26,0,22,0,
1861812805,6EF90245,2016-364T17,29,0,20,0,
1861816405,6EF91055,2016-364T18,29,0,18,0,
1861820005,6EF91E65,2016-364T19,25,0,20,0,
1861823605,6EF92C75,2016-364T20,22,0,18,0,
1861827205,6EF93A85,2016-364T21,30,0,27,0,
1861830805,6EF94895,2016-364T22,22,0,23,0,
1861834405,6EF956A5,2016-364T23,30,0,23,1,
1861838005,6EF964B5,2017-000T00,30,0,18,1,
1861841605,6EF972C5,2017-000T01,35,0,10,0,
1861845205,6EF980D5,2017-000T02,25,0,24,0,
1861848805,6EF98EE5,2017-000T03,34,0,24,0,
1861852405,6EF99CF5,2017-000T04,28,0,23,0,
1861856005,6EF9AB05,2017-000T05,30,0,24,0,
1861859605,6EF9B915,2017-000T06,28,0,20,0,
1861863205,6EF9C725,2017-000T07,24,0,20,0,
1861866805,6EF9D535,2017-000T08,35,0,24,1,
1861870405,6EF9E345,2017-000T09,29,0,32,0,
1861874005,6EF9F155,2017-000T10,33,1,25,0,
1861877605,6EF9FF65,2017-000T11,40,0,17,0,
1861881205,6EFA0D75,2017-000T12,30,0,30,0,
1861884805,6EFA1B85,2017-000T13,27,0,23,0,
1861888405,6EFA2995,2017-000T14,29,1,20,0,
1861892005,6EFA37A5,2017-000T15,33,1,23,0,
1861895605,6EFA45B5,2017-000T16,24,0,14,0,
1861899205,6EFA53C5,2017-000T17,35,0,23,1,
1861902805,6EFA61D5,2017-000T18,26,0,18,1,
1861906405,6EFA6FE5,2017-000T19,32,0,23,0,
1861910005,6EFA7DF5,2017-000T20,25,0,26,0,
1861913605,6EFA8C05,2017-000T21,31,0,27,0,
1861917205,6EFA9A15,2017-000T22,31,0,25,0,
1861920805,6EFAA825,2017-000T23,27,0,24,0,
1861924405,6EFAB635,2017-001T00,29,1,34,0,
1861928005,6EFAC445,2017-001T01,24,0,21,0,
1861931605,6EFAD255,2017-001T02,31,0,15,0,
1861935205,6EFAE065,2017-001T03,29,0,23,0,
1861938805,6EFAEE75,2017-001T04,25,0,21,0,
1861942405,6EFAFC85,2017-001T05,25,0,20,0,
1861946005,6EFB0A95,2017-001T06,28,0,24,0,
1861949605,6EFB18A5,2017-001T07,32,2,25,0,
1861953205,6EFB26B5,2017-001T08,40,0,31,0,
1861956805,6EFB34C5,2017-001T09,32,0,30,0,
1861960405,6EFB42D5,2017-001T10,34,0,26,0,
1861964005,6EFB50E5,2017-001T11,24,0,21,0,
1861967605,6EFB5EF5,2017-001T12,30,1,26,0,
1861971205,6EFB6D05,2017-001T13,26,0,19,0,
1861974805,6EFB7B15,2017-001T14,32,0,35,2,
1861978405,6EFB8925,2017-001T15,24,0,33,0,
1861982005,6EFB9735,2017-001T16,28,0,27,0,
1861985605,6EFBA545,2017-001T17,32,0,33,0,
1861989205,6EFBB355,2017-001T18,25,0,27,1,
1861992805,6EFBC165,2017-001T19,30,0,29,0,
1861996405,6EFBCF75,2017-001T20,24,0,30,0,
1862000005,6EFBDD85,2017-001T21,25,0,28,0,
1862003605,6EFBEB95,2017-001T22,28,0,30,0,
1862007205,6EFBF9A5,2017-001T23,25,0,32,0,
1862010805,6EFC07B5,2017-002T00,27,0,30,1,
1862014405,6EFC15C5,2017-002T01,30,0,27,0,
1862018005,6EFC23D5,2017-002T02,25,0,29,0,
1862021605,6EFC31E5,2017-002T03,27,0,18,0,
1862025205,6EFC3FF5,2017-002T04,646,1,580,1,
1862028805,6EFC4E05,2017-002T05,478,0,447,0,PERIAPSIS
1862032405,6EFC5C15,2017-002T06,399,1,387,0,
1862036005,6EFC6A25,2017-002T07,16,0,30,0,
1862039605,6EFC7835,2017-002T08,22,0,41,1,
1862043205,6EFC8645,2017-002T09,22,0,31,1,
1862046805,6EFC9455,2017-002T10,21,0,41,0,
1862050405,6EFCA265,2017-002T11,23,1,35,0,
1862054005,6EFCB075,2017-002T12,21,0,34,1,
1862057605,6EFCBE85,2017-002T13,24,0,36,0,
1862061205,6EFCCC95,2017-002T14,31,0,33,0,
1862064805,6EFCDAA5,2017-002T15,15,0,50,0,
1862068405,6EFCE8B5,2017-002T16,19,0,41,1,
1862072005,6EFCF6C5,2017-002T17,14,0,40,0,
1862075605,6EFD04D5,2017-002T18,29,0,36,0,
1862079205,6EFD12E5,2017-002T19,22,0,35,0,
1862082805,6EFD20F5,2017-002T20,17,0,48,1,
1862086405,6EFD2F05,2017-002T21,37,1,32,0,
1862090005,6EFD3D15,2017-002T22,20,0,34,0,
1862093605,6EFD4B25,2017-002T23,20,0,33,0,
1862097205,6EFD5935,2017-003T00,17,0,28,0,
1862100805,6EFD6745,2017-003T01,18,0,33,0,
1862104405,6EFD7555,2017-003T02,27,0,35,0,
1862108005,6EFD8365,2017-003T03,21,0,33,0,
1862111605,6EFD9175,2017-003T04,27,3,31,1,
1862115205,6EFD9F85,2017-003T05,29,0,35,0,
1862118805,6EFDAD95,2017-003T06,16,0,38,1,
1862122405,6EFDBBA5,2017-003T07,19,0,51,0,
1862126005,6EFDC9B5,2017-003T08,15,0,31,0,
1862129605,6EFDD7C5,2017-003T09,21,0,34,0,
1862133205,6EFDE5D5,2017-003T10,18,0,35,0,
1862136805,6EFDF3E5,2017-003T11,25,0,38,0,
1862140405,6EFE01F5,2017-003T12,21,0,42,0,
1862144005,6EFE1005,2017-003T13,19,0,35,1,
1862147605,6EFE1E15,2017-003T14,18,0,36,0,
1862151205,6EFE2C25,2017-003T15,16,1,29,0,
1862154805,6EFE3A35,2017-003T16,21,0,30,0,
1862158405,6EFE4845,2017-003T17,17,0,28,0,
1862162005,6EFE5655,2017-003T18,16,0,41,0,
1862165605,6EFE6465,2017-003T19,21,0,36,0,
1862169205,6EFE7275,2017-003T20,23,0,42,0,
1862172805,6EFE8085,2017-003T21,14,0,34,0,
1862176405,6EFE8E95,2017-003T22,23,0,36,1,
1862180005,6EFE9CA5,2017-003T23,23,0,45,0,
1862183605,6EFEAAB5,2017-004T00,23,1,31,0,
1862187205,6EFEB8C5,2017-004T01,17,0,33,1,
1862190805,6EFEC6D5,2017-004T02,15,0,34,0,
1862194405,6EFED4E5,2017-004T03,23,1,36,0,
1862198005,6EFEE2F5,2017-004T04,26,0,39,1,
1862201605,6EFEF105,2017-004T05,28,0,31,0,
1862205205,6EFEFF15,2017-004T06,18,0,37,0,
1862208805,6EFF0D25,2017-004T07,23,0,36,0,
1862212405,6EFF1B35,2017-004T08,27,0,36,1,
1862216005,6EFF2945,2017-004T09,19,0,38,1,
1862219605,6EFF3755,2017-004T10,19,0,44,0,
1862223205,6EFF4565,2017-004T11,23,0,32,0,
1862226805,6EFF5375,2017-004T12,25,0,38,2,
1862230405,6EFF6185,2017-004T13,27,0,30,0,
1862234005,6EFF6F95,2017-004T14,25,2,30,0,
1862237605,6EFF7DA5,2017-004T15,22,0,32,0,
1862241205,6EFF8BB5,2017-004T16,14,0,31,0,
1862244805,6EFF99C5,2017-004T17,23,0,36,0,
1862248405,6EFFA7D5,2017-004T18,18,0,36,0,
1862252005,6EFFB5E5,2017-004T19,20,0,33,0,
1862255605,6EFFC3F5,2017-004T20,16,0,43,0,
1862259205,6EFFD205,2017-004T21,21,0,35,0,
1862262805,6EFFE015,2017-004T22,17,0,31,0,
1862266405,6EFFEE25,2017-004T23,28,0,27,0,
1862270005,6EFFFC35,2017-005T00,19,0,45,0,
1862273605,6F000A45,2017-005T01,22,0,34,0,
1862277205,6F001855,2017-005T02,17,0,35,0,
1862280805,6F002665,2017-005T03,25,0,36,0,
1862284405,6F003475,2017-005T04,23,0,32,0,
1862288005,6F004285,2017-005T05,29,0,35,0,
1862291605,6F005095,2017-005T06,13,0,29,1,
1862295205,6F005EA5,2017-005T07,23,0,42,0,
1862298805,6F006CB5,2017-005T08,16,0,34,1,
1862302405,6F007AC5,2017-005T09,26,0,36,0,
1862306005,6F0088D5,2017-005T10,22,0,33,0,
1862309605,6F0096E5,2017-005T11,19,0,41,0,
1862313205,6F00A4F5,2017-005T12,23,0,36,0,
1862316805,6F00B305,2017-005T13,20,0,32,0,
1862320405,6F00C115,2017-005T14,28,0,43,0,
1862324005,6F00CF25,2017-005T15,24,0,32,0,
1862327605,6F00DD35,2017-005T16,22,0,37,0,
1862331205,6F00EB45,2017-005T17,18,0,44,0,
1862334805,6F00F955,2017-005T18,18,0,38,1,
1862338405,6F010765,2017-005T19,19,0,38,0,APOAPSIS
1862342005,6F011575,2017-005T20,26,0,38,0,
1862345605,6F012385,2017-005T21,18,0,37,1,
1862349205,6F013195,2017-005T22,27,0,38,0,
1862352805,6F013FA5,2017-005T23,24,0,42,0,
1862356405,6F014DB5,2017-006T00,15,0,36,0,
1862360005,6F015BC5,2017-006T01,19,1,39,0,
1862363605,6F0169D5,2017-006T02,25,1,35,0,
1862367205,6F0177E5,2017-006T03,26,0,29,0,
1862370805,6F0185F5,2017-006T04,19,0,37,0,
1862374405,6F019405,2017-006T05,20,0,31,0,
1862378005,6F01A215,2017-006T06,19,0,35,0,
1862381605,6F01B025,2017-006T07,18,0,52,0,
1862385205,6F01BE35,2017-006T08,23,0,32,0,
1862388805,6F01CC45,2017-006T09,20,1,38,0,
1862392405,6F01DA55,2017-006T10,27,0,38,0,
1862396005,6F01E865,2017-006T11,16,0,31,1,
1862399605,6F01F675,2017-006T12,17,0,49,0,
1862403205,6F020485,2017-006T13,22,0,36,0,
1862406805,6F021295,2017-006T14,19,0,41,0,
1862410405,6F0220A5,2017-006T15,25,0,38,0,
1862414005,6F022EB5,2017-006T16,18,0,33,1,
1862417605,6F023CC5,2017-006T17,19,0,36,0,
1862421205,6F024AD5,2017-006T18,19,0,29,0,
1862424805,6F0258E5,2017-006T19,15,0,20,0,
1862428405,6F0266F5,2017-006T20,28,0,27,0,
1862432005,6F027505,2017-006T21,14,0,20,0,
1862435605,6F028315,2017-006T22,25,0,31,0,
1862439205,6F029125,2017-006T23,18,0,32,0,
1862442805,6F029F35,2017-007T00,22,1,22,1,
1862446405,6F02AD45,2017-007T01,24,0,24,0,
1862450005,6F02BB55,2017-007T02,23,0,24,0,
1862453605,6F02C965,2017-007T03,20,0,27,0,
1862457205,6F02D775,2017-007T04,24,0,25,2,
1862460805,6F02E585,2017-007T05,22,0,22,0,
1862464405,6F02F395,2017-007T06,26,0,26,0,
1862468005,6F0301A5,2017-007T07,29,0,36,0,
1862471605,6F030FB5,2017-007T08,27,0,22,1,
1862475205,6F031DC5,2017-007T09,30,0,30,0,
1862478805,6F032BD5,2017-007T10,30,0,30,0,
1862482405,6F0339E5,2017-007T11,33,0,23,0,
1862486005,6F0347F5,2017-007T12,17,1,26,0,
1862489605,6F035605,2017-007T13,20,0,31,0,
1862493205,6F036415,2017-007T14,23,0,32,0,
1862496805,6F037225,2017-007T15,15,0,29,1,
1862500405,6F038035,2017-007T16,17,0,27,0,
1862504005,6F038E45,2017-007T17,17,1,22,1,
1862507605,6F039C55,2017-007T18,24,1,20,0,
1862511205,6F03AA65,2017-007T19,18,0,22,0,
1862514805,6F03B875,2017-007T20,21,0,19,0,
1862518405,6F03C685,2017-007T21,23,0,43,2,
1862522005,6F03D495,2017-007T22,23,0,32,0,
1862525605,6F03E2A5,2017-007T23,21,0,32,2,
1862529205,6F03F0B5,2017-008T00,20,0,29,0,
1862532805,6F03FEC5,2017-008T01,19,0,17,2,
1862536405,6F040CD5,2017-008T02,22,0,19,0,
1862540005,6F041AE5,2017-008T03,16,0,16,0,
1862543605,6F0428F5,2017-008T04,18,1,13,1,
1862547205,6F043705,2017-008T05,30,0,25,0,
1862550805,6F044515,2017-008T06,16,0,12,0,
1862554405,6F045325,2017-008T07,27,0,18,0,
1862558005,6F046135,2017-008T08,23,0,16,0,
1862561605,6F046F45,2017-008T09,17,0,16,0,
1862565205,6F047D55,2017-008T10,19,0,31,0,
1862568805,6F048B65,2017-008T11,26,0,21,0,
1862572405,6F049975,2017-008T12,25,0,33,1,
1862576005,6F04A785,2017-008T13,23,0,20,0,
1862579605,6F04B595,2017-008T14,26,0,20,0,
1862583205,6F04C3A5,2017-008T15,25,0,22,0,
1862586805,6F04D1B5,2017-008T16,23,0,18,0,
1862590405,6F04DFC5,2017-008T17,25,0,23,0,
1862594005,6F04EDD5,2017-008T18,17,0,33,0,
1862597605,6F04FBE5,2017-008T19,22,0,26,0,
1862601205,6F0509F5,2017-008T20,28,0,25,0,
1862604805,6F051805,2017-008T21,17,0,18,1,
1862608405,6F052615,2017-008T22,28,0,16,0,
1862612005,6F053425,2017-008T23,29,0,21,0,
1862615605,6F054235,2017-009T00,22,0,19,0,
1862619205,6F055045,2017-009T01,27,0,22,0,
1862622805,6F055E55,2017-009T02,14,0,16,0,
1862626405,6F056C65,2017-009T03,26,0,21,0,
1862630005,6F057A75,2017-009T04,23,0,19,0,
1862633605,6F058885,2017-009T05,25,0,24,0,
1862637205,6F059695,2017-009T06,21,0,18,0,
1862640805,6F05A4A5,2017-009T07,15,0,10,0,
1862644405,6F05B2B5,2017-009T08,800,1,736,1,
1862648005,6F05C0C5,2017-009T09,545,0,550,2,PERIAPSIS
1862651605,6F05CED5,2017-009T10,212,0,218,1,
1862655205,6F05DCE5,2017-009T11,25,0,14,1,
1862658805,6F05EAF5,2017-009T12,25,1,8,0,
1862662405,6F05F905,2017-009T13,14,0,11,0,
1862666005,6F060715,2017-009T14,29,0,15,0,
1862669605,6F061525,2017-009T15,26,0,17,0,
1862673205,6F062335,2017-009T16,17,0,18,1,
1862676805,6F063145,2017-009T17,23,0,16,0,
1862680405,6F063F55,2017-009T18,30,0,13,0,
1862684005,6F064D65,2017-009T19,31,0,14,0,
1862687605,6F065B75,2017-009T20,29,0,22,0,
1862691205,6F066985,2017-009T21,19,0,25,0,
1862694805,6F067795,2017-009T22,14,0,15,1,
1862698405,6F0685A5,2017-009T23,17,0,12,0,
1862702005,6F0693B5,2017-010T00,26,0,8,0,
1862705605,6F06A1C5,2017-010T01,22,0,28,1,
1862709205,6F06AFD5,2017-010T02,21,0,16,0,
1862712805,6F06BDE5,2017-010T03,12,0,14,0,
1862716405,6F06CBF5,2017-010T04,13,0,4,0,
1862720005,6F06DA05,2017-010T05,20,0,18,0,
1862723605,6F06E815,2017-010T06,17,0,20,0,
1862727205,6F06F625,2017-010T07,23,0,20,0,
1862730805,6F070435,2017-010T08,28,0,21,0,
1862734405,6F071245,2017-010T09,25,0,26,0,
1862738005,6F072055,2017-010T10,22,0,16,0,
1862741605,6F072E65,2017-010T11,16,0,19,0,
1862745205,6F073C75,2017-010T12,16,0,11,0,
1862748805,6F074A85,2017-010T13,23,0,17,0,
1862752405,6F075895,2017-010T14,21,0,19,1,
1862756005,6F0766A5,2017-010T15,23,0,22,0,
1862759605,6F0774B5,2017-010T16,25,0,13,0,
1862763205,6F0782C5,2017-010T17,17,0,17,1,
1862766805,6F0790D5,2017-010T18,25,1,25,0,
1862770405,6F079EE5,2017-010T19,22,0,17,0,
1862774005,6F07ACF5,2017-010T20,22,0,15,0,
1862777605,6F07BB05,2017-010T21,18,0,10,0,
1862781205,6F07C915,2017-010T22,25,1,18,0,
1862784805,6F07D725,2017-010T23,23,0,15,0,
1862788405,6F07E535,2017-011T00,26,0,15,0,
1862792005,6F07F345,2017-011T01,22,1,23,0,
1862795605,6F080155,2017-011T02,19,0,22,0,
1862799205,6F080F65,2017-011T03,19,0,16,0,
1862802805,6F081D75,2017-011T04,20,0,16,0,
1862806405,6F082B85,2017-011T05,23,0,26,0,
1862810005,6F083995,2017-011T06,18,0,30,0,
1862813605,6F0847A5,2017-011T07,16,0,25,1,
1862817205,6F0855B5,2017-011T08,21,0,21,0,
1862820805,6F0863C5,2017-011T09,21,0,33,0,
1862824405,6F0871D5,2017-011T10,20,1,28,0,
1862828005,6F087FE5,2017-011T11,19,0,21,0,
1862831605,6F088DF5,2017-011T12,29,1,15,0,
1862835205,6F089C05,2017-011T13,22,0,16,3,
1862838805,6F08AA15,2017-011T14,20,0,15,0,
1862842405,6F08B825,2017-011T15,18,0,15,0,
1862846005,6F08C635,2017-011T16,15,0,9,0,
1862849605,6F08D445,2017-011T17,29,0,14,0,
1862853205,6F08E255,2017-011T18,19,0,18,0,
1862856805,6F08F065,2017-011T19,25,0,11,0,
1862860405,6F08FE75,2017-011T20,24,1,17,0,
1862864005,6F090C85,2017-011T21,16,0,13,0,
1862867605,6F091A95,2017-011T22,19,0,12,0,
1862871205,6F0928A5,2017-011T23,25,0,15,0,
1862874805,6F0936B5,2017-012T00,21,0,15,1,
1862878405,6F0944C5,2017-012T01,21,0,14,1,
1862882005,6F0952D5,2017-012T02,19,0,17,2,
1862885605,6F0960E5,2017-012T03,20,0,17,0,
1862889205,6F096EF5,2017-012T04,20,1,11,0,
1862892805,6F097D05,2017-012T05,21,0,44,1,
1862896405,6F098B15,2017-012T06,25,0,11,0,
1862900005,6F099925,2017-012T07,24,0,15,0,
1862903605,6F09A735,2017-012T08,15,0,14,0,
1862907205,6F09B545,2017-012T09,20,0,16,1,
1862910805,6F09C355,2017-012T10,16,0,10,0,
1862914405,6F09D165,2017-012T11,18,0,19,0,
1862918005,6F09DF75,2017-012T12,21,0,20,0,
1862921605,6F09ED85,2017-012T13,31,0,16,0,
1862925205,6F09FB95,2017-012T14,22,0,11,0,
1862928805,6F0A09A5,2017-012T15,19,0,17,1,
1862932405,6F0A17B5,2017-012T16,21,0,26,0,
1862936005,6F0A25C5,2017-012T17,25,0,14,0,
1862939605,6F0A33D5,2017-012T18,23,0,12,0,
1862943205,6F0A41E5,2017-012T19,15,0,19,0,
1862946805,6F0A4FF5,2017-012T20,19,0,17,0,
1862950405,6F0A5E05,2017-012T21,24,0,21,0,
1862954005,6F0A6C15,2017-012T22,18,0,12,0,
1862957605,6F0A7A25,2017-012T23,17,0,15,0,APOAPSIS
1862961205,6F0A8835,2017-013T00,20,0,12,0,
1862964805,6F0A9645,2017-013T01,18,0,22,0,
1862968405,6F0AA455,2017-013T02,24,0,11,0,
1862972005,6F0AB265,2017-013T03,22,0,21,0,
1862975605,6F0AC075,2017-013T04,28,0,17,0,
1862979205,6F0ACE85,2017-013T05,17,0,20,0,
1862982805,6F0ADC95,2017-013T06,25,0,13,0,
1862986405,6F0AEAA5,2017-013T07,21,0,12,0,
1862990005,6F0AF8B5,2017-013T08,26,0,15,0,
1862993605,6F0B06C5,2017-013T09,14,0,11,0,
1862997205,6F0B14D5,2017-013T10,24,0,13,0,
1863000805,6F0B22E5,2017-013T11,14,1,8,0,
1863004405,6F0B30F5,2017-013T12,22,0,15,0,
1863008005,6F0B3F05,2017-013T13,21,0,14,0,
1863011605,6F0B4D15,2017-013T14,32,1,17,1,
1863015205,6F0B5B25,2017-013T15,21,0,16,0,
1863018805,6F0B6935,2017-013T16,21,0,12,1,
1863022405,6F0B7745,2017-013T17,14,0,12,0,
1863026005,6F0B8555,2017-013T18,22,1,18,0,
1863029605,6F0B9365,2017-013T19,15,0,17,0,
1863033205,6F0BA175,2017-013T20,17,1,19,0,
1863036805,6F0BAF85,2017-013T21,13,1,19,0,
1863040405,6F0BBD95,2017-013T22,19,0,9,0,
