Decimal,Hex Time,SCET,SSR-A-SBE,SSR-A-DBE,SSR-B-SBE,SSR-B-DBE,
1611043999,6006949F,2009-020T07,17,0,9,0,
1611047599,6006A2AF,2009-020T08,28,0,16,0,
1611051199,6006B0BF,2009-020T09,21,0,15,1,
1611054799,6006BECF,2009-020T10,19,0,25,0,
1611058399,6006CCDF,2009-020T11,29,0,15,0,
1611061999,6006DAEF,2009-020T12,20,0,15,0,
1611065599,6006E8FF,2009-020T13,20,1,21,0,
1611069199,6006F70F,2009-020T14,18,0,13,0,
1611072799,6007051F,2009-020T15,18,1,20,0,
1611076399,6007132F,2009-020T16,24,0,21,1,
1611079999,6007213F,2009-020T17,14,0,16,0,
1611083599,60072F4F,2009-020T18,24,0,18,0,
1611087199,60073D5F,2009-020T19,19,0,11,0,
1611090799,60074B6F,2009-020T20,24,0,14,0,
1611094399,6007597F,2009-020T21,18,0,8,0,
1611097999,6007678F,2009-020T22,19,0,19,1,
1611101599,6007759F,2009-020T23,19,0,17,0,
1611105199,600783AF,2009-021T00,32,0,23,0,
1611108799,600791BF,2009-021T01,20,0,13,1,
1611112399,60079FCF,2009-021T02,20,0,14,0,
1611115999,6007ADDF,2009-021T03,22,0,9,0,
1611119599,6007BBEF,2009-021T04,5,0,10,0,
1611123199,6007C9FF,2009-021T05,20,0,13,0,
1611126799,6007D80F,2009-021T06,20,1,14,0,
1611130399,6007E61F,2009-021T07,23,1,15,0,
1611133999,6007F42F,2009-021T08,23,0,19,0,
1611137599,6008023F,2009-021T09,10,0,6,0,
1611141199,6008104F,2009-021T10,22,0,15,0,
1611144799,60081E5F,2009-021T11,20,0,9,0,
1611148399,60082C6F,2009-021T12,20,0,20,0,
1611151999,60083A7F,2009-021T13,21,0,16,0,
1611155599,6008488F,2009-021T14,25,0,7,2,
1611159199,6008569F,2009-021T15,23,0,17,0,
1611162799,600864AF,2009-021T16,31,0,11,0,
1611166399,600872BF,2009-021T17,21,1,14,0,
1611169999,600880CF,2009-021T18,26,0,14,0,
1611173599,60088EDF,2009-021T19,18,0,19,0,
1611177199,60089CEF,2009-021T20,24,0,19,0,
1611180799,6008AAFF,2009-021T21,17,0,9,0,
1611184399,6008B90F,2009-021T22,26,0,19,0,
1611187999,6008C71F,2009-021T23,27,0,14,0,
1611191599,6008D52F,2009-022T00,22,0,7,0,
1611195199,6008E33F,2009-022T01,22,0,18,0,
1611198799,6008F14F,2009-022T02,28,0,16,0,
1611202399,6008FF5F,2009-022T03,19,0,18,0,
1611205999,60090D6F,2009-022T04,24,0,11,1,
1611209599,60091B7F,2009-022T05,8,0,8,0,
1611213199,6009298F,2009-022T06,23,0,16,0,
1611216799,6009379F,2009-022T07,10,0,5,0,
1611220399,600945AF,2009-022T08,23,0,20,0,
1611223999,600953BF,2009-022T09,25,0,23,0,
1611227599,600961CF,2009-022T10,24,0,30,0,
1611231199,60096FDF,2009-022T11,25,0,25,0,
1611234799,60097DEF,2009-022T12,11,0,5,0,
1611238399,60098BFF,2009-022T13,25,0,13,0,
1611241999,60099A0F,2009-022T14,19,0,30,1,
1611245599,6009A81F,2009-022T15,19,0,30,2,
1611249199,6009B62F,2009-022T16,24,0,23,0,
1611252799,6009C43F,2009-022T17,24,0,21,1,
1611256399,6009D24F,2009-022T18,23,0,29,0,
1611259999,6009E05F,2009-022T19,29,0,23,0,
1611263599,6009EE6F,2009-022T20,18,0,19,0,
1611267199,6009FC7F,2009-022T21,27,0,25,0,
1611270799,600A0A8F,2009-022T22,33,0,24,0,
1611274399,600A189F,2009-022T23,15,0,26,1,
1611277999,600A26AF,2009-023T00,22,0,30,0,
1611281599,600A34BF,2009-023T01,22,0,24,0,
1611285199,600A42CF,2009-023T02,21,0,22,0,
1611288799,600A50DF,2009-023T03,24,0,22,0,
1611292399,600A5EEF,2009-023T04,20,0,27,0,
1611295999,600A6CFF,2009-023T05,26,0,23,0,
1611299599,600A7B0F,2009-023T06,28,0,22,0,
1611303199,600A891F,2009-023T07,22,0,16,0,
1611306799,600A972F,2009-023T08,24,0,20,0,
1611310399,600AA53F,2009-023T09,26,0,30,1,
1611313999,600AB34F,2009-023T10,19,0,18,0,
1611317599,600AC15F,2009-023T11,29,0,32,0,
1611321199,600ACF6F,2009-023T12,27,0,29,2,
1611324799,600ADD7F,2009-023T13,25,0,23,0,
1611328399,600AEB8F,2009-023T14,22,0,24,0,
1611331999,600AF99F,2009-023T15,25,0,16,0,
1611335599,600B07AF,2009-023T16,27,0,23,0,
1611339199,600B15BF,2009-023T17,20,0,27,0,
1611342799,600B23CF,2009-023T18,22,0,23,0,
1611346399,600B31DF,2009-023T19,21,0,23,0,
1611349999,600B3FEF,2009-023T20,22,0,20,0,
1611353599,600B4DFF,2009-023T21,12,0,24,0,
1611357199,600B5C0F,2009-023T22,14,0,18,0,
1611360799,600B6A1F,2009-023T23,11,0,22,0,
1611364399,600B782F,2009-024T00,11,0,22,0,
1611367999,600B863F,2009-024T01,18,0,22,0,
1611371599,600B944F,2009-024T02,12,0,20,0,
1611375199,600BA25F,2009-024T03,16,0,11,0,
1611378799,600BB06F,2009-024T04,14,0,17,0,
1611382399,600BBE7F,2009-024T05,19,0,22,0,
1611385999,600BCC8F,2009-024T06,23,0,40,1,
1611389599,600BDA9F,2009-024T07,22,0,27,2,
1611393199,600BE8AF,2009-024T08,24,0,32,0,
1611396799,600BF6BF,2009-024T09,13,0,23,0,
1611400399,600C04CF,2009-024T10,13,0,15,1,
1611403999,600C12DF,2009-024T11,14,0,24,0,
1611407599,600C20EF,2009-024T12,18,1,20,0,
1611411199,600C2EFF,2009-024T13,12,0,25,0,
1611414799,600C3D0F,2009-024T14,22,0,27,0,
1611418399,600C4B1F,2009-024T15,19,0,17,1,
1611421999,600C592F,2009-024T16,13,0,22,0,
1611425599,600C673F,2009-024T17,18,0,17,0,
1611429199,600C754F,2009-024T18,23,0,17,0,
1611432799,600C835F,2009-024T19,16,0,25,0,
1611436399,600C916F,2009-024T20,25,0,19,0,
1611439999,600C9F7F,2009-024T21,12,0,20,0,PERIAPSIS
1611443599,600CAD8F,2009-024T22,24,0,22,2,
1611447199,600CBB9F,2009-024T23,17,0,18,0,
1611450799,600CC9AF,2009-025T00,13,0,25,0,
1611454399,600CD7BF,2009-025T01,12,0,18,0,
1611457999,600CE5CF,2009-025T02,8,0,26,1,
1611461599,600CF3DF,2009-025T03,15,0,15,0,
1611465199,600D01EF,2009-025T04,9,0,16,0,
1611468799,600D0FFF,2009-025T05,16,0,35,7,
1611472399,600D1E0F,2009-025T06,22,1,23,1,
1611475999,600D2C1F,2009-025T07,18,0,20,0,
1611479599,600D3A2F,2009-025T08,23,0,22,0,
1611483199,600D483F,2009-025T09,15,0,21,0,
1611486799,600D564F,2009-025T10,21,0,19,0,
1611490399,600D645F,2009-025T11,27,0,14,0,
1611493999,600D726F,2009-025T12,16,1,24,0,
1611497599,600D807F,2009-025T13,13,0,25,1,
1611501199,600D8E8F,2009-025T14,20,0,23,0,
1611504799,600D9C9F,2009-025T15,17,0,22,0,
1611508399,600DAAAF,2009-025T16,19,0,17,0,
1611511999,600DB8BF,2009-025T17,15,0,23,0,
1611515599,600DC6CF,2009-025T18,15,0,33,1,
1611519199,600DD4DF,2009-025T19,21,1,20,0,
1611522799,600DE2EF,2009-025T20,17,0,23,0,
1611526399,600DF0FF,2009-025T21,10,0,23,1,
1611529999,600DFF0F,2009-025T22,20,0,25,0,
1611533599,600E0D1F,2009-025T23,28,0,26,0,
1611537199,600E1B2F,2009-026T00,12,0,22,0,
1611540799,600E293F,2009-026T01,22,1,25,0,
1611544399,600E374F,2009-026T02,23,0,16,0,
1611547999,600E455F,2009-026T03,13,0,25,0,
1611551599,600E536F,2009-026T04,17,0,36,0,
1611555199,600E617F,2009-026T05,25,1,25,0,
1611558799,600E6F8F,2009-026T06,15,0,24,0,
1611562399,600E7D9F,2009-026T07,20,0,21,0,
1611565999,600E8BAF,2009-026T08,16,0,17,0,
1611569599,600E99BF,2009-026T09,17,0,15,0,
1611573199,600EA7CF,2009-026T10,17,1,13,0,
1611576799,600EB5DF,2009-026T11,12,0,12,0,
1611580399,600EC3EF,2009-026T12,13,1,21,0,
1611583999,600ED1FF,2009-026T13,16,0,13,0,
1611587599,600EE00F,2009-026T14,68,1,18,0,
1611591199,600EEE1F,2009-026T15,22,0,19,0,
1611594799,600EFC2F,2009-026T16,9,0,12,0,
1611598399,600F0A3F,2009-026T17,12,1,7,0,
1611601999,600F184F,2009-026T18,17,0,15,0,
1611605599,600F265F,2009-026T19,14,0,18,0,
1611609199,600F346F,2009-026T20,19,0,25,0,
1611612799,600F427F,2009-026T21,14,0,15,0,
1611616399,600F508F,2009-026T22,19,0,9,0,
1611619999,600F5E9F,2009-026T23,17,0,21,1,
1611623599,600F6CAF,2009-027T00,24,2,21,0,
1611627199,600F7ABF,2009-027T01,13,1,11,0,
1611630799,600F88CF,2009-027T02,19,0,11,0,
1611634399,600F96DF,2009-027T03,13,0,19,0,
1611637999,600FA4EF,2009-027T04,13,0,13,0,
1611641599,600FB2FF,2009-027T05,18,0,16,0,
1611645199,600FC10F,2009-027T06,22,0,12,0,
1611648799,600FCF1F,2009-027T07,14,0,13,0,
1611652399,600FDD2F,2009-027T08,21,0,18,0,
1611655999,600FEB3F,2009-027T09,9,0,13,0,
1611659599,600FF94F,2009-027T10,20,0,18,0,
1611663199,6010075F,2009-027T11,29,1,16,0,
1611666799,6010156F,2009-027T12,13,1,16,0,
1611670399,6010237F,2009-027T13,13,0,25,1,
1611673999,6010318F,2009-027T14,21,1,16,0,
1611677599,60103F9F,2009-027T15,30,0,10,0,
1611681199,60104DAF,2009-027T16,17,0,25,2,
1611684799,60105BBF,2009-027T17,16,0,13,0,
1611688399,601069CF,2009-027T18,20,0,13,0,
1611691999,601077DF,2009-027T19,20,0,20,0,
1611695599,601085EF,2009-027T20,13,0,31,1,
1611699199,601093FF,2009-027T21,20,0,31,4,
1611702799,6010A20F,2009-027T22,20,0,18,0,
1611706399,6010B01F,2009-027T23,17,0,17,1,
1611709999,6010BE2F,2009-028T00,15,0,13,1,
1611713599,6010CC3F,2009-028T01,19,0,22,0,
1611717199,6010DA4F,2009-028T02,22,0,39,0,
1611720799,6010E85F,2009-028T03,15,1,15,0,
1611724399,6010F66F,2009-028T04,15,0,8,0,
1611727999,6011047F,2009-028T05,4,0,4,0,
1611731599,6011128F,2009-028T06,18,0,14,0,
1611735199,6011209F,2009-028T07,17,0,17,0,
1611738799,60112EAF,2009-028T08,15,0,17,0,
1611742399,60113CBF,2009-028T09,14,0,25,0,
1611745999,60114ACF,2009-028T10,9,0,11,0,
1611749599,601158DF,2009-028T11,22,0,12,0,
1611753199,601166EF,2009-028T12,12,0,8,0,
1611756799,601174FF,2009-028T13,12,0,9,0,
1611760399,6011830F,2009-028T14,10,0,12,0,
1611763999,6011911F,2009-028T15,38,0,18,0,
1611767599,60119F2F,2009-028T16,22,0,14,0,
1611771199,6011AD3F,2009-028T17,19,0,19,1,
1611774799,6011BB4F,2009-028T18,12,0,11,0,
1611778399,6011C95F,2009-028T19,13,0,17,0,
1611781999,6011D76F,2009-028T20,7,0,18,0,
1611785599,6011E57F,2009-028T21,20,0,20,0,
1611789199,6011F38F,2009-028T22,11,0,20,1,
1611792799,6012019F,2009-028T23,17,0,11,0,
1611796399,60120FAF,2009-029T00,21,0,21,0,
1611799999,60121DBF,2009-029T01,11,0,4,1,
1611803599,60122BCF,2009-029T02,15,0,12,0,
1611807199,601239DF,2009-029T03,18,0,17,0,
1611810799,601247EF,2009-029T04,11,0,19,2,
1611814399,601255FF,2009-029T05,14,0,23,1,
1611817999,6012640F,2009-029T06,14,0,9,1,
1611821599,6012721F,2009-029T07,24,0,20,0,
1611825199,6012802F,2009-029T08,11,0,12,0,
1611828799,60128E3F,2009-029T09,14,0,15,0,
1611832399,60129C4F,2009-029T10,11,2,19,1,
1611835999,6012AA5F,2009-029T11,14,1,8,1,
1611839599,6012B86F,2009-029T12,17,0,11,0,
1611843199,6012C67F,2009-029T13,15,0,15,0,
1611846799,6012D48F,2009-029T14,21,0,17,0,
1611850399,6012E29F,2009-029T15,24,0,13,0,
1611853999,6012F0AF,2009-029T16,17,1,17,0,APOAPSIS
1611857599,6012FEBF,2009-029T17,31,0,22,1,
1611861199,60130CCF,2009-029T18,14,1,8,0,
1611864799,60131ADF,2009-029T19,16,0,18,1,
1611868399,601328EF,2009-029T20,11,0,25,0,
1611871999,601336FF,2009-029T21,18,0,17,0,
1611875599,6013450F,2009-029T22,14,0,11,1,
1611879199,6013531F,2009-029T23,20,0,13,0,
1611882799,6013612F,2009-030T00,26,0,20,0,
1611886399,60136F3F,2009-030T01,13,0,24,0,
1611889999,60137D4F,2009-030T02,13,0,20,0,
1611893599,60138B5F,2009-030T03,11,0,9,1,
1611897199,6013996F,2009-030T04,26,0,15,0,
1611900799,6013A77F,2009-030T05,8,0,28,0,
1611904399,6013B58F,2009-030T06,12,0,15,0,
1611907999,6013C39F,2009-030T07,17,0,18,0,
1611911599,6013D1AF,2009-030T08,22,2,29,0,
1611915199,6013DFBF,2009-030T09,12,0,20,1,
1611918799,6013EDCF,2009-030T10,23,0,31,0,
1611922399,6013FBDF,2009-030T11,16,0,22,0,
1611925999,601409EF,2009-030T12,24,0,11,0,
1611929599,601417FF,2009-030T13,21,0,22,0,
1611933199,6014260F,2009-030T14,13,0,15,0,
1611936799,6014341F,2009-030T15,11,0,11,0,
1611940399,6014422F,2009-030T16,14,0,19,0,
1611943999,6014503F,2009-030T17,20,0,21,0,
1611947599,60145E4F,2009-030T18,15,0,13,0,
1611951199,60146C5F,2009-030T19,13,0,19,0,
1611954799,60147A6F,2009-030T20,25,0,13,0,
1611958399,6014887F,2009-030T21,17,0,14,0,
1611961999,6014968F,2009-030T22,20,0,14,0,
1611965599,6014A49F,2009-030T23,14,0,10,0,
1611969199,6014B2AF,2009-031T00,16,0,13,1,
1611972799,6014C0BF,2009-031T01,23,0,13,0,
1611976399,6014CECF,2009-031T02,25,0,9,0,
1611979999,6014DCDF,2009-031T03,24,0,14,0,
1611983599,6014EAEF,2009-031T04,16,0,12,0,
1611987199,6014F8FF,2009-031T05,25,0,18,0,
1611990799,6015070F,2009-031T06,30,0,23,0,
1611994399,6015151F,2009-031T07,17,0,16,0,
1611997999,6015232F,2009-031T08,21,0,9,0,
1612001599,6015313F,2009-031T09,31,2,17,0,
1612005199,60153F4F,2009-031T10,24,0,16,0,
1612008799,60154D5F,2009-031T11,24,0,16,0,
1612012399,60155B6F,2009-031T12,23,0,19,0,
1612015999,6015697F,2009-031T13,21,0,19,1,
1612019599,6015778F,2009-031T14,19,1,14,0,
1612023199,6015859F,2009-031T15,24,0,18,0,
1612026799,601593AF,2009-031T16,17,0,18,1,
1612030399,6015A1BF,2009-031T17,28,1,14,0,
1612033999,6015AFCF,2009-031T18,19,0,7,0,
1612037599,6015BDDF,2009-031T19,17,0,17,0,
1612041199,6015CBEF,2009-031T20,21,0,23,1,
1612044799,6015D9FF,2009-031T21,35,0,12,0,
1612048399,6015E80F,2009-031T22,29,0,11,0,
1612051999,6015F61F,2009-031T23,29,1,12,0,
1612055599,6016042F,2009-032T00,13,0,23,0,
1612059199,6016123F,2009-032T01,28,1,12,0,
1612062799,6016204F,2009-032T02,25,0,17,0,
1612066399,60162E5F,2009-032T03,24,0,10,0,
1612069999,60163C6F,2009-032T04,26,0,24,0,
1612073599,60164A7F,2009-032T05,30,0,17,0,
1612077199,6016588F,2009-032T06,27,0,16,0,
1612080799,6016669F,2009-032T07,26,0,17,1,
1612084399,601674AF,2009-032T08,28,0,13,0,
1612087999,601682BF,2009-032T09,37,1,21,0,
1612091599,601690CF,2009-032T10,40,0,18,0,
1612095199,60169EDF,2009-032T11,37,0,16,0,
1612098799,6016ACEF,2009-032T12,30,0,24,0,
1612102399,6016BAFF,2009-032T13,25,0,20,0,
1612105999,6016C90F,2009-032T14,29,0,17,0,
1612109599,6016D71F,2009-032T15,28,0,14,1,
1612113199,6016E52F,2009-032T16,32,2,18,0,
1612116799,6016F33F,2009-032T17,33,0,18,0,
1612120399,6017014F,2009-032T18,36,0,20,0,
1612123999,60170F5F,2009-032T19,33,0,25,0,
1612127599,60171D6F,2009-032T20,31,1,21,0,
1612131199,60172B7F,2009-032T21,25,0,17,0,
1612134799,6017398F,2009-032T22,32,0,29,0,
1612138399,6017479F,2009-032T23,28,0,15,0,
1612141999,601755AF,2009-033T00,21,0,29,0,
1612145599,601763BF,2009-033T01,25,0,21,0,
1612149199,601771CF,2009-033T02,26,0,17,0,
1612152799,60177FDF,2009-033T03,34,0,35,0,
1612156399,60178DEF,2009-033T04,34,0,21,0,
1612159999,60179BFF,2009-033T05,34,0,25,0,
1612163599,6017AA0F,2009-033T06,42,1,19,0,
1612167199,6017B81F,2009-033T07,31,0,26,0,
1612170799,6017C62F,2009-033T08,39,1,21,0,
1612174399,6017D43F,2009-033T09,35,0,22,0,
1612177999,6017E24F,2009-033T10,27,0,23,0,
1612181599,6017F05F,2009-033T11,35,0,15,0,
1612185199,6017FE6F,2009-033T12,33,0,19,0,
1612188799,60180C7F,2009-033T13,29,0,25,0,
1612192399,60181A8F,2009-033T14,26,0,17,0,
1612195999,6018289F,2009-033T15,27,0,23,0,
1612199599,601836AF,2009-033T16,36,0,21,0,
1612203199,601844BF,2009-033T17,33,0,22,0,
1612206799,601852CF,2009-033T18,26,0,18,0,
1612210399,601860DF,2009-033T19,33,0,28,0,
1612213999,60186EEF,2009-033T20,32,0,14,0,
1612217599,60187CFF,2009-033T21,27,0,14,0,
1612221199,60188B0F,2009-033T22,24,0,23,0,
1612224799,6018991F,2009-033T23,30,0,24,0,
1612228399,6018A72F,2009-034T00,33,0,26,1,
1612231999,6018B53F,2009-034T01,26,0,26,1,
1612235599,6018C34F,2009-034T02,31,0,18,0,
1612239199,6018D15F,2009-034T03,32,1,22,1,
1612242799,6018DF6F,2009-034T04,26,0,25,0,
1612246399,6018ED7F,2009-034T05,25,0,15,0,
1612249999,6018FB8F,2009-034T06,31,0,24,0,
1612253599,6019099F,2009-034T07,35,1,26,0,
1612257199,601917AF,2009-034T08,35,0,16,0,
1612260799,601925BF,2009-034T09,22,0,17,0,
1612264399,601933CF,2009-034T10,27,0,24,0,
1612267999,601941DF,2009-034T11,40,1,19,0,PERIAPSIS
1612271599,60194FEF,2009-034T12,24,0,22,0,
1612275199,60195DFF,2009-034T13,26,0,14,1,
1612278799,60196C0F,2009-034T14,37,0,19,0,
1612282399,60197A1F,2009-034T15,27,0,27,0,
1612285999,6019882F,2009-034T16,31,0,13,1,
1612289599,6019963F,2009-034T17,34,0,16,0,
1612293199,6019A44F,2009-034T18,27,1,20,0,
1612296799,6019B25F,2009-034T19,30,0,19,0,
1612300399,6019C06F,2009-034T20,25,0,21,0,
1612303999,6019CE7F,2009-034T21,20,0,15,0,
1612307599,6019DC8F,2009-034T22,23,0,11,1,
1612311199,6019EA9F,2009-034T23,17,0,18,1,
1612314799,6019F8AF,2009-035T00,25,0,14,0,
1612318399,601A06BF,2009-035T01,26,0,21,0,
1612321999,601A14CF,2009-035T02,23,0,18,0,
1612325599,601A22DF,2009-035T03,22,0,19,0,
1612329199,601A30EF,2009-035T04,7,0,1,0,
1612332799,601A3EFF,2009-035T05,21,0,9,2,
1612336399,601A4D0F,2009-035T06,17,0,15,1,
1612339999,601A5B1F,2009-035T07,25,0,16,1,
1612343599,601A692F,2009-035T08,16,0,9,0,
1612347199,601A773F,2009-035T09,23,0,14,0,
1612350799,601A854F,2009-035T10,7,0,6,0,
1612354399,601A935F,2009-035T11,7,0,2,0,
1612357999,601AA16F,2009-035T12,19,0,17,0,
1612361599,601AAF7F,2009-035T13,23,0,10,0,
1612365199,601ABD8F,2009-035T14,20,0,21,1,
1612368799,601ACB9F,2009-035T15,24,1,27,0,
1612372399,601AD9AF,2009-035T16,27,1,20,1,
1612375999,601AE7BF,2009-035T17,23,0,17,0,
1612379599,601AF5CF,2009-035T18,16,0,20,0,
1612383199,601B03DF,2009-035T19,25,0,11,0,
1612386799,601B11EF,2009-035T20,22,0,22,0,
1612390399,601B1FFF,2009-035T21,16,0,10,0,
1612393999,601B2E0F,2009-035T22,17,0,12,0,
1612397599,601B3C1F,2009-035T23,16,0,14,0,
1612401199,601B4A2F,2009-036T00,20,1,13,0,
1612404799,601B583F,2009-036T01,22,0,15,0,
1612408399,601B664F,2009-036T02,20,0,21,0,
1612411999,601B745F,2009-036T03,22,0,17,0,
1612415599,601B826F,2009-036T04,4,0,2,0,
1612419199,601B907F,2009-036T05,16,0,14,0,
1612422799,601B9E8F,2009-036T06,19,0,15,0,
1612426399,601BAC9F,2009-036T07,26,0,15,0,
1612429999,601BBAAF,2009-036T08,30,0,22,0,
1612433599,601BC8BF,2009-036T09,33,0,13,0,
1612437199,601BD6CF,2009-036T10,24,0,12,0,
1612440799,601BE4DF,2009-036T11,12,0,6,0,
1612444399,601BF2EF,2009-036T12,23,0,12,0,
1612447999,601C00FF,2009-036T13,24,0,5,0,
1612451599,601C0F0F,2009-036T14,25,0,17,0,
1612455199,601C1D1F,2009-036T15,34,0,19,1,
1612458799,601C2B2F,2009-036T16,24,0,16,0,
1612462399,601C393F,2009-036T17,18,0,22,1,
1612465999,601C474F,2009-036T18,21,0,18,0,
1612469599,601C555F,2009-036T19,25,0,22,0,
1612473199,601C636F,2009-036T20,19,0,13,0,
1612476799,601C717F,2009-036T21,22,0,8,0,
1612480399,601C7F8F,2009-036T22,23,0,27,1,
1612483999,601C8D9F,2009-036T23,29,0,16,0,
1612487599,601C9BAF,2009-037T00,22,1,20,0,
1612491199,601CA9BF,2009-037T01,25,0,8,0,
1612494799,601CB7CF,2009-037T02,20,0,23,0,
1612498399,601CC5DF,2009-037T03,21,0,13,0,
1612501999,601CD3EF,2009-037T04,31,0,16,0,
1612505599,601CE1FF,2009-037T05,33,0,16,0,
1612509199,601CF00F,2009-037T06,26,0,8,0,
1612512799,601CFE1F,2009-037T07,20,0,26,0,
1612516399,601D0C2F,2009-037T08,22,0,16,0,
1612519999,601D1A3F,2009-037T09,20,0,20,0,
1612523599,601D284F,2009-037T10,22,0,15,0,
1612527199,601D365F,2009-037T11,26,0,19,0,
1612530799,601D446F,2009-037T12,30,2,13,0,
1612534399,601D527F,2009-037T13,30,0,18,0,
1612537999,601D608F,2009-037T14,29,0,12,0,
1612541599,601D6E9F,2009-037T15,38,0,27,0,
1612545199,601D7CAF,2009-037T16,27,0,20,0,
1612548799,601D8ABF,2009-037T17,29,1,22,1,
1612552399,601D98CF,2009-037T18,29,0,22,0,
1612555999,601DA6DF,2009-037T19,28,0,19,0,
1612559599,601DB4EF,2009-037T20,29,0,14,0,
1612563199,601DC2FF,2009-037T21,38,1,15,1,
1612566799,601DD10F,2009-037T22,32,0,16,2,
1612570399,601DDF1F,2009-037T23,26,0,17,0,
1612573999,601DED2F,2009-038T00,36,0,17,0,
1612577599,601DFB3F,2009-038T01,39,0,16,1,
1612581199,601E094F,2009-038T02,25,0,18,0,
1612584799,601E175F,2009-038T03,22,0,13,0,
1612588399,601E256F,2009-038T04,29,0,19,0,
1612591999,601E337F,2009-038T05,27,0,14,0,
1612595599,601E418F,2009-038T06,29,0,19,1,
1612599199,601E4F9F,2009-038T07,29,0,13,0,
1612602799,601E5DAF,2009-038T08,28,1,13,1,
1612606399,601E6BBF,2009-038T09,28,0,22,0,
1612609999,601E79CF,2009-038T10,29,0,12,0,
1612613599,601E87DF,2009-038T11,32,0,18,1,
1612617199,601E95EF,2009-038T12,27,0,11,0,
1612620799,601EA3FF,2009-038T13,28,0,17,0,
1612624399,601EB20F,2009-038T14,29,0,16,0,
1612627999,601EC01F,2009-038T15,30,0,17,0,
1612631599,601ECE2F,2009-038T16,23,1,17,0,
1612635199,601EDC3F,2009-038T17,20,0,22,0,
1612638799,601EEA4F,2009-038T18,29,0,14,0,
1612642399,601EF85F,2009-038T19,28,0,20,0,
1612645999,601F066F,2009-038T20,27,0,14,1,
1612649599,601F147F,2009-038T21,27,0,19,0,
1612653199,601F228F,2009-038T22,34,0,14,0,
1612656799,601F309F,2009-038T23,28,0,18,0,
1612660399,601F3EAF,2009-039T00,27,0,21,0,
1612663999,601F4CBF,2009-039T01,32,0,14,0,
1612667599,601F5ACF,2009-039T02,30,0,14,0,
1612671199,601F68DF,2009-039T03,32,0,15,0,
1612674799,601F76EF,2009-039T04,28,0,18,0,
1612678399,601F84FF,2009-039T05,34,0,10,0,APOAPSIS
1612681999,601F930F,2009-039T06,23,0,16,0,
1612685599,601FA11F,2009-039T07,28,0,24,0,
1612689199,601FAF2F,2009-039T08,25,0,10,0,
1612692799,601FBD3F,2009-039T09,37,0,18,0,
1612696399,601FCB4F,2009-039T10,23,0,16,0,
1612699999,601FD95F,2009-039T11,35,0,18,0,
1612703599,601FE76F,2009-039T12,19,0,31,0,
1612707199,601FF57F,2009-039T13,31,0,13,0,
1612710799,6020038F,2009-039T14,22,0,24,0,
1612714399,6020119F,2009-039T15,24,0,15,0,
1612717999,60201FAF,2009-039T16,30,0,21,0,
1612721599,60202DBF,2009-039T17,36,0,26,0,
1612725199,60203BCF,2009-039T18,33,0,31,0,
1612728799,602049DF,2009-039T19,38,0,24,1,
1612732399,602057EF,2009-039T20,43,0,27,0,
1612735999,602065FF,2009-039T21,42,1,25,0,
1612739599,6020740F,2009-039T22,39,0,31,0,
1612743199,6020821F,2009-039T23,37,0,19,0,
1612746799,6020902F,2009-040T00,35,0,17,0,
1612750399,60209E3F,2009-040T01,36,0,17,0,
1612753999,6020AC4F,2009-040T02,34,0,28,0,
1612757599,6020BA5F,2009-040T03,23,1,12,0,
1612761199,6020C86F,2009-040T04,53,0,23,0,
1612764799,6020D67F,2009-040T05,34,0,22,1,
1612768399,6020E48F,2009-040T06,36,0,23,0,
1612771999,6020F29F,2009-040T07,38,0,20,0,
1612775599,602100AF,2009-040T08,43,0,22,1,
1612779199,60210EBF,2009-040T09,40,0,22,0,
1612782799,60211CCF,2009-040T10,36,0,18,1,
1612786399,60212ADF,2009-040T11,31,0,15,0,
1612789999,602138EF,2009-040T12,31,0,26,0,
1612793599,602146FF,2009-040T13,35,0,27,0,
1612797199,6021550F,2009-040T14,31,1,10,0,
1612800799,6021631F,2009-040T15,33,0,10,0,
1612804399,6021712F,2009-040T16,40,0,8,1,
1612807999,60217F3F,2009-040T17,33,0,15,0,
1612811599,60218D4F,2009-040T18,33,0,7,0,
1612815199,60219B5F,2009-040T19,42,0,11,0,
1612818799,6021A96F,2009-040T20,38,0,14,1,
1612822399,6021B77F,2009-040T21,41,0,20,0,
1612825999,6021C58F,2009-040T22,31,0,19,0,
1612829599,6021D39F,2009-040T23,40,0,20,0,
1612833199,6021E1AF,2009-041T00,36,0,25,0,
1612836799,6021EFBF,2009-041T01,37,0,20,0,
1612840399,6021FDCF,2009-041T02,45,0,14,0,
1612843999,60220BDF,2009-041T03,37,0,14,1,
1612847599,602219EF,2009-041T04,35,1,25,0,
1612851199,602227FF,2009-041T05,38,0,24,1,
1612854799,6022360F,2009-041T06,32,0,15,0,
1612858399,6022441F,2009-041T07,37,0,14,0,
1612861999,6022522F,2009-041T08,44,0,12,0,
1612865599,6022603F,2009-041T09,46,1,14,1,
1612869199,60226E4F,2009-041T10,35,0,17,0,
1612872799,60227C5F,2009-041T11,43,0,20,0,
1612876399,60228A6F,2009-041T12,39,0,17,0,
1612879999,6022987F,2009-041T13,31,0,19,1,
1612883599,6022A68F,2009-041T14,34,0,15,0,
1612887199,6022B49F,2009-041T15,38,0,13,0,
1612890799,6022C2AF,2009-041T16,41,0,19,0,
1612894399,6022D0BF,2009-041T17,43,0,22,0,
